                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   1331,                0.85058,                 0.5928,                0.53933,                0.79825,                 0.5292,                0.54996,                0.57712,                0.36231,                0.38855,                0.45975,                0.43693,                0.22665,                 1.1387,                 1.2008,                 1.7152,                 1.1786,             0.00070137,             0.00070137,             0.00070137
                   1332,                0.91291,                0.59732,                0.53641,                0.76982,                0.53376,                0.55046,                 0.5867,                0.35918,                0.42615,                0.46768,                0.44893,                0.23485,                 1.0942,                0.97341,                 2.2098,                   1.29,             0.00070096,             0.00070096,             0.00070096
                   1333,                 0.8546,                0.53386,                0.53643,                0.76838,                0.53376,                0.55046,                 0.5867,                0.35918,                0.42615,                0.46768,                0.44893,                0.23485,                 1.0942,                0.97341,                 2.2098,                   1.29,             0.00070055,             0.00070055,             0.00070055
                   1334,                0.82525,                0.50068,                0.51156,                0.78357,                0.54742,                0.55103,                0.59122,                0.36309,                 0.4191,                 0.4577,                0.43829,                0.23337,                 1.1037,                0.94281,                 2.0838,                 1.2779,             0.00070014,             0.00070014,             0.00070014
                   1335,                0.85463,                0.53707,                0.49413,                0.77924,                0.57095,                0.55734,                0.59586,                0.38558,                0.43124,                0.46766,                0.44308,                0.23825,                 1.0958,                 0.9325,                 2.0778,                 1.2716,             0.00069973,             0.00069973,             0.00069973
                   1336,                0.81604,                 0.6092,                0.51467,                0.79715,                0.57095,                0.55734,                0.59586,                0.38558,                0.43124,                0.46766,                0.44308,                0.23825,                 1.0958,                 0.9325,                 2.0778,                 1.2716,             0.00069931,             0.00069931,             0.00069931
                   1337,                0.86057,                0.47668,                  0.512,                0.78632,                0.58052,                0.56017,                0.58179,                0.36376,                0.42984,                0.48377,                0.44153,                0.22003,                 1.1057,                 1.0144,                 1.9483,                 1.2525,              0.0006989,              0.0006989,              0.0006989
                   1338,                0.84657,                0.48357,                0.52726,                  0.806,                0.56998,                0.55861,                0.56559,                0.35332,                0.42625,                0.46887,                0.41806,                0.22267,                 1.0779,                 1.0431,                 2.0322,                 1.2272,             0.00069849,             0.00069849,             0.00069849
                   1339,                 0.8483,                0.54506,                0.49031,                0.79417,                0.56998,                0.55861,                0.56559,                0.35332,                0.42625,                0.46887,                0.41806,                0.22267,                 1.0779,                 1.0431,                 2.0322,                 1.2272,             0.00069808,             0.00069808,             0.00069808
                   1340,                0.84863,                0.59318,                0.51108,                0.77455,                0.55974,                0.54476,                0.56731,                0.35571,                 0.4094,                 0.4609,                   0.42,                 0.2235,                 1.0882,                 1.0952,                 2.1186,                 1.2444,             0.00069766,             0.00069766,             0.00069766
                   1341,                0.81926,                0.58077,                0.51009,                 0.7977,                0.58085,                0.54078,                0.55376,                0.35264,                0.41614,                0.45981,                0.41431,                0.22581,                 1.0757,                 1.0028,                 2.1535,                 1.2469,             0.00069725,             0.00069725,             0.00069725
                   1342,                0.83476,                0.59131,                0.53843,                 0.7946,                0.58085,                0.54078,                0.55376,                0.35264,                0.41614,                0.45981,                0.41431,                0.22581,                 1.0757,                 1.0028,                 2.1535,                 1.2469,             0.00069684,             0.00069684,             0.00069684
                   1343,                0.79092,                0.57481,                0.49699,                0.79667,                0.58604,                0.55192,                  0.569,                0.35689,                0.43445,                0.46464,                0.42574,                0.23515,                   1.06,                 1.0245,                 2.0545,                  1.213,             0.00069642,             0.00069642,             0.00069642
                   1344,                 0.8439,                0.52664,                0.50848,                0.78504,                0.58146,                0.53917,                0.56437,                 0.3509,                0.40575,                0.45591,                 0.4239,                0.23039,                 1.0778,                 1.1038,                 2.1237,                 1.2492,             0.00069601,             0.00069601,             0.00069601
                   1345,                0.88559,                0.56485,                0.58613,                0.79943,                0.58146,                0.53917,                0.56437,                 0.3509,                0.40575,                0.45591,                 0.4239,                0.23039,                 1.0778,                 1.1038,                 2.1237,                 1.2492,              0.0006956,              0.0006956,              0.0006956
                   1346,                 0.9447,                0.71495,                 0.5909,                0.79643,                0.55293,                0.54686,                0.56425,                0.34717,                0.39767,                0.44943,                0.42489,                0.22741,                 1.1187,                 1.1779,                 2.2308,                 1.2689,             0.00069519,             0.00069519,             0.00069519
                   1347,                  0.922,                0.62974,                0.53375,                0.79267,                0.55293,                0.54686,                0.56425,                0.34717,                0.39767,                0.44943,                0.42489,                0.22741,                 1.1187,                 1.1779,                 2.2308,                 1.2689,             0.00069478,             0.00069478,             0.00069478
                   1348,                0.85266,                0.61998,                0.51495,                0.80153,                0.51407,                0.54975,                0.55003,                0.34427,                0.37608,                0.44767,                 0.4046,                0.21227,                 1.1485,                 1.3598,                 2.1574,                 1.2481,             0.00069436,             0.00069436,             0.00069436
                   1349,                0.80579,                0.51869,                0.48677,                0.81845,                0.52694,                0.55074,                0.56492,                0.36236,                0.39616,                0.46672,                0.43045,                0.23045,                 1.0783,                 1.2077,                 2.0015,                 1.1955,             0.00069395,             0.00069395,             0.00069395
                   1350,                0.86303,                0.63902,                0.51355,                0.78633,                0.52694,                0.55074,                0.56492,                0.36236,                0.39616,                0.46672,                0.43045,                0.23045,                 1.0783,                 1.2077,                 2.0015,                 1.1955,             0.00069354,             0.00069354,             0.00069354
                   1351,                0.92796,                0.75096,                0.54632,                0.77095,                0.52667,                0.58062,                0.55675,                0.36257,                0.40361,                0.48504,                0.42652,                0.22202,                 1.0397,                 1.0582,                 2.0396,                  1.185,             0.00069313,             0.00069313,             0.00069313
                   1352,                0.83232,                 0.6522,                0.47384,                0.78144,                0.49814,                0.57867,                 0.5641,                0.35932,                0.37335,                0.47968,                0.42332,                0.22814,                 1.0316,                0.99505,                 2.1859,                 1.2384,             0.00069271,             0.00069271,             0.00069271
                   1353,                0.80698,                0.50059,                0.49163,                0.79401,                0.49814,                0.57867,                 0.5641,                0.35932,                0.37335,                0.47968,                0.42332,                0.22814,                 1.0316,                0.99505,                 2.1859,                 1.2384,              0.0006923,              0.0006923,              0.0006923
                   1354,                0.82385,                0.61951,                0.50256,                0.79309,                0.54259,                0.56585,                0.56892,                0.35713,                0.39323,                0.47618,                0.43316,                0.22153,                 1.0503,                 1.0675,                 2.1183,                 1.2208,             0.00069189,             0.00069189,             0.00069189
                   1355,                0.86742,                 0.6707,                0.55995,                0.78692,                0.55819,                0.55168,                0.56815,                0.35106,                 0.3898,                0.47685,                0.43445,                0.22255,                  1.047,                 1.1123,                 2.0652,                 1.2226,             0.00069147,             0.00069147,             0.00069147
                   1356,                0.85526,                0.61241,                0.48896,                0.77662,                0.55819,                0.55168,                0.56815,                0.35106,                 0.3898,                0.47685,                0.43445,                0.22255,                  1.047,                 1.1123,                 2.0652,                 1.2226,             0.00069106,             0.00069106,             0.00069106
                   1357,                0.86069,                0.56812,                0.49373,                0.77245,                0.51366,                0.56674,                0.57094,                 0.3478,                0.40544,                0.47914,                0.44768,                0.23149,                 1.0474,                  1.061,                 2.1544,                 1.2432,             0.00069065,             0.00069065,             0.00069065
                   1358,                0.87086,                0.60441,                0.52451,                0.79899,                0.52609,                0.55933,                0.57609,                0.36497,                0.41093,                0.47016,                0.45177,                0.23968,                   1.03,                0.94512,                 2.0606,                 1.3273,             0.00069024,             0.00069024,             0.00069024
                   1359,                0.86664,                0.68901,                0.52074,                0.79933,                0.52609,                0.55933,                0.57609,                0.36497,                0.41093,                0.47016,                0.45177,                0.23968,                   1.03,                0.94512,                 2.0606,                 1.3273,             0.00068983,             0.00068983,             0.00068983
                   1360,                0.83499,                0.58648,                0.51279,                0.80397,                0.51433,                 0.5453,                0.57041,                0.34504,                0.38428,                0.44771,                0.42421,                0.22887,                 1.0371,                0.89622,                 2.0412,                 1.3176,             0.00068941,             0.00068941,             0.00068941
                   1361,                0.89004,                 0.5256,                0.52079,                 0.7733,                0.51824,                0.55644,                0.56105,                0.35977,                0.39821,                0.46419,                0.41408,                0.21793,                 1.0823,                 0.9367,                 2.1083,                 1.2916,               0.000689,               0.000689,               0.000689
                   1362,                0.87486,                 0.5406,                0.50666,                0.78725,                0.51824,                0.55644,                0.56105,                0.35977,                0.39821,                0.46419,                0.41408,                0.21793,                 1.0823,                 0.9367,                 2.1083,                 1.2916,             0.00068859,             0.00068859,             0.00068859
                   1363,                0.91034,                0.57938,                0.48622,                0.79126,                0.51723,                0.54476,                0.56875,                0.33423,                0.39574,                0.45569,                0.43335,                0.22208,                 1.1231,                  1.003,                 2.1606,                 1.3232,             0.00068818,             0.00068818,             0.00068818
                   1364,                 0.8661,                  0.581,                0.52864,                0.79515,                0.53988,                0.53418,                0.57309,                0.36076,                0.42264,                0.45569,                0.45393,                0.24285,                 1.0806,                0.98122,                 2.0875,                 1.3803,             0.00068776,             0.00068776,             0.00068776
                   1365,                0.92951,                0.64802,                0.54304,                0.77929,                0.53988,                0.53418,                0.57309,                0.36076,                0.42264,                0.45569,                0.45393,                0.24285,                 1.0806,                0.98122,                 2.0875,                 1.3803,             0.00068735,             0.00068735,             0.00068735
                   1366,                0.82007,                0.53784,                0.48895,                0.78204,                0.49369,                0.57217,                0.57156,                0.36241,                0.38574,                0.48356,                 0.4454,                0.23219,                 1.0418,                 1.0478,                  2.138,                 1.3317,             0.00068694,             0.00068694,             0.00068694
                   1367,                0.93695,                  0.633,                  0.531,                0.78107,                0.50398,                0.57086,                0.57039,                0.36254,                0.38796,                0.47879,                0.43787,                0.23137,                 1.0262,                 1.0645,                 2.2354,                 1.3246,             0.00068652,             0.00068652,             0.00068652
                   1368,                0.81275,                0.56848,                0.47917,                0.78417,                0.50398,                0.57086,                0.57039,                0.36254,                0.38796,                0.47879,                0.43787,                0.23137,                 1.0262,                 1.0645,                 2.2354,                 1.3246,             0.00068611,             0.00068611,             0.00068611
                   1369,                0.84064,                0.53075,                0.51834,                0.79505,                  0.522,                0.55752,                0.54931,                0.35172,                0.39211,                0.46198,                0.41426,                0.21677,                    1.1,                 1.1808,                 2.3832,                 1.3706,              0.0006857,              0.0006857,              0.0006857
                   1370,                0.83158,                0.66173,                0.47807,                0.79727,                0.53717,                0.53152,                0.56377,                0.33116,                0.40962,                0.44296,                0.41507,                0.21992,                 1.1565,                 1.1261,                 2.4712,                 1.4006,             0.00068529,             0.00068529,             0.00068529
                   1371,                0.95956,                0.66848,                0.53032,                0.76717,                0.53717,                0.53152,                0.56377,                0.33116,                0.40962,                0.44296,                0.41507,                0.21992,                 1.1565,                 1.1261,                 2.4712,                 1.4006,             0.00068488,             0.00068488,             0.00068488
                   1372,                0.88091,                0.56215,                0.50171,                0.78555,                 0.5388,                0.52405,                0.56618,                0.33289,                0.41366,                0.44083,                0.42289,                0.21938,                 1.1402,                 1.0095,                 2.5746,                 1.4642,             0.00068446,             0.00068446,             0.00068446
                   1373,                0.86733,                 0.5406,                  0.489,                0.77165,                0.57285,                0.51543,                0.56659,                0.33898,                 0.3806,                0.44452,                0.42127,                 0.2202,                 1.1267,                 1.0007,                 2.5018,                 1.4811,             0.00068405,             0.00068405,             0.00068405
                   1374,                0.83731,                0.63683,                0.51408,                0.78684,                0.57285,                0.51543,                0.56659,                0.33898,                 0.3806,                0.44452,                0.42127,                 0.2202,                 1.1267,                 1.0007,                 2.5018,                 1.4811,             0.00068364,             0.00068364,             0.00068364
                   1375,                0.83352,                0.56998,                0.51825,                 0.7769,                0.56988,                0.55041,                0.57026,                0.35012,                0.42379,                0.44826,                0.41468,                0.22237,                 1.1013,                 1.0925,                 2.2815,                 1.4002,             0.00068323,             0.00068323,             0.00068323
                   1376,                0.81391,                0.57304,                0.49667,                0.80036,                0.55348,                0.55131,                0.56819,                0.34908,                0.43324,                0.45093,                0.42333,                0.22013,                 1.1232,                 1.0844,                  2.262,                 1.4025,             0.00068281,             0.00068281,             0.00068281
                   1377,                0.86284,                0.59514,                0.50047,                0.77702,                0.55348,                0.55131,                0.56819,                0.34908,                0.43324,                0.45093,                0.42333,                0.22013,                 1.1232,                 1.0844,                  2.262,                 1.4025,              0.0006824,              0.0006824,              0.0006824
                   1378,                0.81734,                0.47353,                 0.4627,                0.78663,                0.54308,                0.54331,                0.56479,                0.35133,                0.41603,                0.45442,                0.42703,                0.22447,                 1.1306,                 1.0166,                 2.2137,                 1.4565,             0.00068199,             0.00068199,             0.00068199
                   1379,                0.83766,                0.59715,                0.49054,                0.77532,                0.54308,                0.54331,                0.56479,                0.35133,                0.41603,                0.45442,                0.42703,                0.22447,                 1.1306,                 1.0166,                 2.2137,                 1.4565,             0.00068158,             0.00068158,             0.00068158
                   1380,                0.84692,                0.53236,                0.50092,                0.80899,                0.60901,                0.53053,                0.57615,                0.35537,                0.44047,                0.45442,                0.44379,                0.22993,                 1.0993,                0.88698,                 2.1621,                 1.4775,             0.00068116,             0.00068116,             0.00068116
                   1381,                0.84033,                0.60549,                0.49586,                0.78924,                 0.5858,                0.55772,                0.58366,                0.37704,                0.44726,                0.46308,                0.44666,                 0.2428,                 1.0824,                0.84687,                 2.0035,                 1.3764,             0.00068075,             0.00068075,             0.00068075
                   1382,                0.86464,                0.66449,                0.49416,                0.78548,                 0.5858,                0.55772,                0.58366,                0.37704,                0.44726,                0.46308,                0.44666,                 0.2428,                 1.0824,                0.84687,                 2.0035,                 1.3764,             0.00068034,             0.00068034,             0.00068034
                   1383,                0.81312,                0.47483,                0.45658,                0.78125,                0.55902,                0.55988,                0.58598,                0.36058,                0.42814,                0.47177,                0.44175,                0.23825,                 1.0893,                0.84936,                 1.9872,                 1.3603,             0.00067992,             0.00067992,             0.00067992
                   1384,                0.89731,                0.73657,                0.54158,                 0.7819,                0.62055,                0.50353,                0.58339,                0.36848,                0.48655,                0.43596,                0.45903,                0.24054,                 1.1341,                0.96027,                  2.114,                 1.3741,             0.00067951,             0.00067951,             0.00067951
                   1385,                0.90996,                 0.6102,                0.55315,                 0.7739,                0.62055,                0.50353,                0.58339,                0.36848,                0.48655,                0.43596,                0.45903,                0.24054,                 1.1341,                0.96027,                  2.114,                 1.3741,              0.0006791,              0.0006791,              0.0006791
                   1386,                0.88257,                0.65958,                0.51799,                0.82087,                0.55766,                0.52893,                0.57532,                0.35777,                0.39759,                0.45628,                0.43891,                0.23044,                 1.1879,                 1.0559,                 2.1838,                 1.4143,             0.00067869,             0.00067869,             0.00067869
                   1387,                0.85111,                 0.6944,                0.47795,                0.80512,                0.52677,                0.55705,                0.57213,                0.36045,                0.39682,                0.46251,                0.42828,                0.23179,                  1.179,                 1.2116,                 2.1034,                 1.3075,             0.00067827,             0.00067827,             0.00067827
                   1388,                0.83456,                0.62682,                0.49821,                0.77237,                0.52677,                0.55705,                0.57213,                0.36045,                0.39682,                0.46251,                0.42828,                0.23179,                  1.179,                 1.2116,                 2.1034,                 1.3075,             0.00067786,             0.00067786,             0.00067786
                   1389,                0.86159,                0.64521,                0.50727,                0.78635,                0.60767,                0.51043,                0.57466,                0.35588,                0.46865,                0.44173,                0.44893,                0.23399,                 1.1147,                 0.9028,                 2.0095,                 1.3767,             0.00067745,             0.00067745,             0.00067745
                   1390,                0.84216,                0.62517,                 0.4879,                0.77474,                0.54171,                 0.5437,                0.58118,                0.35574,                0.44039,                0.48123,                0.46245,                0.23465,                 1.0989,                0.81606,                 2.0254,                 1.3885,             0.00067704,             0.00067704,             0.00067704
                   1391,                 0.8665,                0.66753,                 0.5049,                0.79287,                0.54171,                 0.5437,                0.58118,                0.35574,                0.44039,                0.48123,                0.46245,                0.23465,                 1.0989,                0.81606,                 2.0254,                 1.3885,             0.00067663,             0.00067663,             0.00067663
                   1392,                0.89122,                0.55145,                0.51695,                0.78587,                0.52539,                0.55491,                0.57805,                0.35626,                0.42498,                0.47431,                0.44987,                 0.2315,                 1.1036,                0.81174,                 2.0162,                  1.392,             0.00067621,             0.00067621,             0.00067621
                   1393,                0.85274,                0.49223,                0.51796,                0.78274,                0.52982,                0.55129,                0.57533,                0.35254,                0.42472,                0.46892,                0.44647,                0.21989,                 1.1273,                0.89932,                 2.0626,                 1.3258,              0.0006758,              0.0006758,              0.0006758
                   1394,                0.85411,                0.56383,                0.50217,                0.78793,                0.52982,                0.55129,                0.57533,                0.35254,                0.42472,                0.46892,                0.44647,                0.21989,                 1.1273,                0.89932,                 2.0626,                 1.3258,             0.00067539,             0.00067539,             0.00067539
                   1395,                0.90236,                0.65112,                0.51821,                0.78371,                0.52307,                0.55641,                0.57351,                0.35292,                0.40042,                 0.4609,                0.43028,                0.22771,                 1.1252,                0.96238,                  2.053,                 1.2714,             0.00067498,             0.00067498,             0.00067498
                   1396,                0.91206,                0.65256,                0.52557,                0.76663,                0.49201,                0.55861,                0.55562,                0.36106,                0.37029,                0.46352,                0.41444,                0.21441,                 1.1335,                 1.0597,                 2.0668,                  1.261,             0.00067456,             0.00067456,             0.00067456
                   1397,                0.85142,                0.59053,                0.51167,                0.78673,                0.49201,                0.55861,                0.55562,                0.36106,                0.37029,                0.46352,                0.41444,                0.21441,                 1.1335,                 1.0597,                 2.0668,                  1.261,             0.00067415,             0.00067415,             0.00067415
                   1398,                0.86154,                0.58807,                0.50637,                0.79392,                0.48034,                0.56013,                 0.5615,                0.37173,                0.37234,                0.47364,                0.42236,                0.21958,                 1.1033,                0.95536,                 2.0015,                 1.2169,             0.00067374,             0.00067374,             0.00067374
                   1399,                0.88148,                0.65766,                0.51731,                0.78982,                0.48295,                0.55555,                0.56393,                0.37363,                0.37124,                 0.4691,                0.41811,                0.21963,                 1.0835,                0.95523,                 2.0606,                 1.1905,             0.00067333,             0.00067333,             0.00067333
                   1400,                0.78399,                0.53427,                0.50407,                0.79865,                0.48295,                0.55555,                0.56393,                0.37363,                0.37124,                 0.4691,                0.41811,                0.21963,                 1.0835,                0.95523,                 2.0606,                 1.1905,             0.00067291,             0.00067291,             0.00067291
                   1401,                0.90999,                0.60511,                0.52757,                0.77798,                0.51683,                0.56268,                0.56569,                0.38268,                 0.3905,                0.47081,                0.41834,                0.21867,                 1.0725,                0.91987,                 2.1215,                 1.1824,              0.0006725,              0.0006725,              0.0006725
                   1402,                0.84394,                  0.695,                 0.5144,                0.79609,                0.50821,                0.53373,                0.55533,                0.36114,                0.39057,                0.44996,                 0.4045,                0.20814,                 1.1461,                 1.0253,                 2.0634,                 1.1733,             0.00067209,             0.00067209,             0.00067209
                   1403,                0.84739,                0.56086,                0.50161,                0.79007,                0.50821,                0.53373,                0.55533,                0.36114,                0.39057,                0.44996,                 0.4045,                0.20814,                 1.1461,                 1.0253,                 2.0634,                 1.1733,             0.00067167,             0.00067167,             0.00067167
                   1404,                0.84734,                0.61131,                0.48909,                0.78582,                0.52522,                0.53822,                 0.5618,                 0.3664,                0.39359,                0.45198,                0.41743,                0.21102,                 1.1767,                 1.1519,                 2.0234,                  1.183,             0.00067126,             0.00067126,             0.00067126
                   1405,                0.84518,                0.60399,                 0.4856,                0.77959,                0.51261,                  0.546,                0.56918,                 0.3622,                0.39671,                0.46305,                0.43365,                0.22338,                 1.1375,                 1.0924,                 2.0419,                 1.2129,             0.00067085,             0.00067085,             0.00067085
                   1406,                 0.8445,                0.65633,                0.49543,                0.78087,                0.51261,                  0.546,                0.56918,                 0.3622,                0.39671,                0.46305,                0.43365,                0.22338,                 1.1375,                 1.0924,                 2.0419,                 1.2129,             0.00067044,             0.00067044,             0.00067044
                   1407,                0.82276,                0.56903,                0.47106,                0.78759,                0.49713,                0.56011,                0.58721,                0.36478,                0.38288,                0.47536,                 0.4617,                0.24763,                  1.074,                0.87734,                 2.0989,                 1.2525,             0.00067002,             0.00067002,             0.00067002
                   1408,                0.93745,                0.56331,                0.53044,                0.76253,                0.50936,                0.55537,                0.57762,                 0.3589,                0.39727,                0.47726,                0.45269,                0.23918,                 1.0726,                0.96575,                 2.1584,                 1.2483,             0.00066961,             0.00066961,             0.00066961
                   1409,                0.78887,                0.58045,                0.49453,                0.79509,                0.50936,                0.55537,                0.57762,                 0.3589,                0.39727,                0.47726,                0.45269,                0.23918,                 1.0726,                0.96575,                 2.1584,                 1.2483,              0.0006692,              0.0006692,              0.0006692
                   1410,                0.82714,                0.52107,                0.46444,                0.78987,                0.52356,                0.55832,                0.58857,                0.36144,                0.38984,                0.47298,                0.45004,                0.23234,                 1.1052,                0.94997,                 2.0125,                 1.2225,             0.00066879,             0.00066879,             0.00066879
                   1411,                0.84134,                0.55399,                0.49743,                0.79616,                0.52356,                0.55832,                0.58857,                0.36144,                0.38984,                0.47298,                0.45004,                0.23234,                 1.1052,                0.94997,                 2.0125,                 1.2225,             0.00066838,             0.00066838,             0.00066838
                   1412,                0.84745,                0.49215,                0.49729,                0.78624,                0.52654,                0.54692,                0.58307,                0.35183,                0.38818,                0.46068,                 0.4435,                0.22395,                 1.1531,                0.99808,                 2.0231,                 1.2438,             0.00066796,             0.00066796,             0.00066796
                   1413,                0.81356,                0.59981,                0.47796,                0.79224,                0.52283,                0.55302,                0.58523,                0.36559,                0.45231,                0.43934,                0.44973,                0.23524,                 1.1442,                 1.0456,                 1.9586,                 1.2445,             0.00066755,             0.00066755,             0.00066755
                   1414,                0.80312,                0.56188,                0.49316,                0.79361,                0.52283,                0.55302,                0.58523,                0.36559,                0.45231,                0.43934,                0.44973,                0.23524,                 1.1442,                 1.0456,                 1.9586,                 1.2445,             0.00066714,             0.00066714,             0.00066714
                   1415,                0.85435,                0.54739,                 0.4783,                0.77414,                 0.5111,                0.55966,                0.58564,                0.36029,                0.40343,                0.48162,                0.45874,                0.23336,                 1.0961,                0.94601,                 1.9181,                 1.2704,             0.00066672,             0.00066672,             0.00066672
                   1416,                0.77425,                0.56941,                  0.446,                0.78055,                0.55155,                0.53976,                0.58131,                0.35362,                0.44001,                0.46692,                0.45826,                0.22984,                 1.0632,                 0.8398,                 1.9235,                 1.3011,             0.00066631,             0.00066631,             0.00066631
                   1417,                0.77742,                0.56703,                0.45109,                0.78827,                0.55155,                0.53976,                0.58131,                0.35362,                0.44001,                0.46692,                0.45826,                0.22984,                 1.0632,                 0.8398,                 1.9235,                 1.3011,              0.0006659,              0.0006659,              0.0006659
                   1418,                0.83815,                0.46937,                0.50573,                0.78117,                0.50495,                0.56968,                0.57342,                0.35323,                 0.4039,                0.47343,                0.43916,                0.22062,                 1.0881,                0.90156,                 1.9542,                 1.3248,             0.00066549,             0.00066549,             0.00066549
                   1419,                0.86674,                 0.4991,                0.49749,                0.79587,                 0.5212,                0.55601,                0.57195,                0.34739,                0.41232,                0.47149,                0.43471,                0.21908,                 1.1263,                 1.0262,                  1.887,                 1.3494,             0.00066507,             0.00066507,             0.00066507
                   1420,                0.83008,                0.56085,                0.49747,                0.79264,                 0.5212,                0.55601,                0.57195,                0.34739,                0.41232,                0.47149,                0.43471,                0.21908,                 1.1263,                 1.0262,                  1.887,                 1.3494,             0.00066466,             0.00066466,             0.00066466
                   1421,                0.72586,                0.50105,                0.44315,                0.77969,                0.50618,                0.57143,                0.58111,                0.36329,                0.39738,                0.48035,                0.44572,                0.23022,                 1.1037,                 0.9158,                 1.8505,                 1.3914,             0.00066425,             0.00066425,             0.00066425
                   1422,                0.82038,                0.49577,                0.47879,                0.78796,                0.52431,                0.57895,                0.58236,                0.36421,                0.42879,                0.50049,                0.45724,                0.23225,                 1.1084,                0.88738,                  1.801,                 1.4205,             0.00066384,             0.00066384,             0.00066384
                   1423,                0.82315,                0.61159,                 0.4745,                0.78882,                0.52431,                0.57895,                0.58236,                0.36421,                0.42879,                0.50049,                0.45724,                0.23225,                 1.1084,                0.88738,                  1.801,                 1.4205,             0.00066343,             0.00066343,             0.00066343
                   1424,                0.80561,                0.63111,                0.48903,                0.80472,                0.52323,                0.58181,                0.57091,                0.36366,                0.43825,                0.49192,                0.44631,                0.22181,                 1.0928,                0.91044,                 1.7607,                 1.3659,             0.00066301,             0.00066301,             0.00066301
